CAT,CAT NAME (PT),F/R,L/R,U/L,I/O,MODEL,MDL NO,CROSS,CAR,MODEL,ANO DE I.,ANO FI.,TRSS,FRAME,ENGINE,SIZE,REMARK,PART NO.
SH,AMORTECEDOR,R,LR,,,363L,,,NISSAN,TIIDA,2004,2012,,DBA-C11,,,,SH363L234
SH,AMORTECEDOR,F,L,,,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,SH367L13
SH,AMORTECEDOR,F,R,,,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,SH367L14
SH,AMORTECEDOR,R,L,,,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,SH367L23
SH,AMORTECEDOR,R,R,,,XTR01,367L,,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,SH367L24
SH,AMORTECEDOR,F,L,,,XTR07,368V,,NISSAN,X-TRAIL,2007,2013,,DBA-NT31,,,,SH368V13
SH,AMORTECEDOR,F,R,,,XTR07,368V,,NISSAN,X-TRAIL,2007,2013,,DBA-NT31,,,,SH368V14
SH,AMORTECEDOR,F,L,,,AXE03,409L,,MAHINDRA,AXELA,2003,2009,,,,,,SH409L13
SH,AMORTECEDOR,F,L,,,AXE08,410L,,MAHINDRA,AXELA,2008,2013,,,,,,SH409L13
SH,AMORTECEDOR,F,R,,,AXE03,409L,,MAHINDRA,AXELA,2003,2009,,,,,,SH409L14
SH,AMORTECEDOR,F,R,,,AXE08,410L,,MAHINDRA,AXELA,2008,2013,,,,,,SH409L14
SH,AMORTECEDOR,R,LR,,,AXE03,409L,,MAHINDRA,AXELA,2003,2009,,,,,,SH409L234
SH,AMORTECEDOR,R,LR,,,AXE08,410L,,MAHINDRA,AXELA,2008,2013,,,,,,SH409L234
SH,AMORTECEDOR,F,LR,,,414Z,,,FORD,BANTAM ,1986,1990,,,,,,SH414Z134
SH,AMORTECEDOR,F,L,,,427U,,,MAHINDRA,CX5,2011,2017,,,,,,SH427U13
SH,AMORTECEDOR,F,R,,,427U,,,MAHINDRA,CX5,2011,2017,,,,,,SH427U14
SH,AMORTECEDOR,R,LR,,,427U,,,MAHINDRA,CX5,2011,2017,,,,,,SH427U234
SH,AMORTECEDOR,F,L,,,DEM03,432L,,MAHINDRA,DEMIO,2003,2007,,,,,,SH432L13
SH,AMORTECEDOR,F,R,,,DEM03,432L,,MAHINDRA,DEMIO,2003,2007,,,,,,SH432L14
SH,AMORTECEDOR,R,LR,,,DEM03,432L,,MAHINDRA,DEMIO,2003,2007,,,,,,SH432L234
SH,AMORTECEDOR,R,LR,,,DEM07,433L,DEM03,MAHINDRA,DEMIO,2007,2014,,,,,,SH432L234
SH,AMORTECEDOR,R,LR,,,VER03,463L,DEM03,MAHINDRA,VERISA ,2003,2011,,,,,,SH432L234
SH,AMORTECEDOR,F,L,,,434M,,,MAHINDRA,DEMIO,1998,2002,,,,,,SH434M13
SH,AMORTECEDOR,F,R,,,434M,,,MAHINDRA,DEMIO,1998,2002,,,,,,SH434M14
SH,AMORTECEDOR,F,LR,,,446M,,,FORD,FIESTA,1999,2002,,,,,,SH446M134
SH,AMORTECEDOR,F,LR,,,BT5007,421L,,MAHINDRA,BT50,2007,2011,,ALUA07,,,,SH455L134
SH,AMORTECEDOR,F,LR,,,RAN00,454L,RAN07,FORD,RANGER ,2000,2006,,,,,,SH455L134
SH,AMORTECEDOR,F,LR,,,RAN07,455L,,FORD,RANGER ,2007,2012,,,,,,SH455L134
SH,AMORTECEDOR,R,LR,,,BT5007,421L,,MAHINDRA,BT50,2007,2011,,ALUA07,,,,SH455L234
SH,AMORTECEDOR,R,LR,,,RAN00,454L,RAN07,FORD,RANGER ,2000,2006,,,,,,SH455L234
SH,AMORTECEDOR,R,LR,,,RAN07,455L,,FORD,RANGER ,2007,2012,,,,,,SH455L234
SH,AMORTECEDOR,F,LR,,,BT5012,422U,,MAHINDRA,BT50,2012,2020,,,,,,SH456U134
SH,AMORTECEDOR,F,LR,,,RAN12,456U,,FORD,RANGER ,2012,2021,,,,,,SH456U134
SH,AMORTECEDOR,R,LR,,,BT5012,422U,,MAHINDRA,BT50,2012,2020,,,,,,SH456U234
SH,AMORTECEDOR,R,LR,,,RAN12,456U,,FORD,RANGER ,2012,2021,,,,,,SH456U234
SH,AMORTECEDOR,F,L,,,DEM07,433L,,MAHINDRA,DEMIO,2007,2014,,,,,,SH463L13
SH,AMORTECEDOR,F,L,,,VER03,463L,,MAHINDRA,VERISA ,2003,2011,,,,,,SH463L13
SH,AMORTECEDOR,F,R,,,DEM07,433L,,MAHINDRA,DEMIO,2007,2014,,,,,,SH463L14
SH,AMORTECEDOR,F,R,,,VER03,463L,,MAHINDRA,VERISA ,2003,2011,,,,,,SH463L14
SH,AMORTECEDOR,F,LR,,,489M,,,ISUZU,ELF,1993,1999,,,,,,SH489M134
SH,AMORTECEDOR,F,LR,,,KB250,490L,,ISUZU,KB,2004,2012,,,,,,SH490L134
SH,AMORTECEDOR,F,LR,,,KB2504W,491L,KB250,ISUZU,KB 4WD,2004,2012,,,,,,SH490L134
SH,AMORTECEDOR,F,LR,,,KB280,492Z,KB250,ISUZU,KB,1980,1997,,,,,,SH490L134
SH,AMORTECEDOR,R,LR,,,KB250,490L,,ISUZU,KB,2004,2012,,,,,,SH490L234
SH,AMORTECEDOR,R,LR,,,KB2504W,491L,KB250,ISUZU,KB 4WD,2004,2012,,,,,,SH490L234
SH,AMORTECEDOR,R,LR,,,KB280,492Z,KB250,ISUZU,KB,1980,1997,,,,,,SH490L234
SH,AMORTECEDOR,F,LR,,,DMA04,481V,KB300,ISUZU,D-MAX,2004,2012,,,,,,SH493L134
SH,AMORTECEDOR,R,LR,,,DMA04,481V,KB300,ISUZU,D-MAX,2004,2012,,,,,,SH493L234
SH,AMORTECEDOR,F,LR,,,506M,,,MITSUBISHI,IO,1998,2007,,,,,,SH506M134
SH,AMORTECEDOR,R,LR,,,506M,,,MITSUBISHI,IO,1998,2007,,,,,,SH506M234
SH,AMORTECEDOR,F,L,,,323-98,,,MAHINDRA,323-98,1998,,,,,,,SH513L13
SH,AMORTECEDOR,F,L,,,513L,,,MITSUBISHI,LASER ,2001,2002,,,,,,SH513L13
SH,AMORTECEDOR,F,L,,,FAM99,,,MAHINDRA,FAMILIA,1999,2003,,,,,,SH513L13
SH,AMORTECEDOR,R,LR,,,515V,,,MITSUBISHI,OUTLANDER,2006,2012,,,,,,SH515V234
SH,AMORTECEDOR,F,LR,,,COL98,502M,PAJ01,MITSUBISHI,COLT ,1998,2009,,,,,,SH516L134
SH,AMORTECEDOR,F,LR,,,L300,511L,PAJ01,MITSUBISHI,L300,2006,2015,,,,,,SH516L134
SH,AMORTECEDOR,F,LR,,,PAJ01,516L,,MITSUBISHI,PAJERO,2001,2006,,,,,,SH516L134
SH,AMORTECEDOR,F,LR,,,COL94,501M,PAJ93,MITSUBISHI,COLT ,1994,1998,,,,,,SH518M134
SH,AMORTECEDOR,F,LR,,,PAJ93,518M,,MITSUBISHI,PAJERO,1993,1999,,,,,,SH518M134
SH,AMORTECEDOR,R,LR,,,COL94,501M,PAJ93,MITSUBISHI,COLT ,1994,1998,,,,,,SH518M234
SH,AMORTECEDOR,R,LR,,,PAJ93,518M,,MITSUBISHI,PAJERO,1993,1999,,,,,,SH518M234
SH,AMORTECEDOR,F,LR,,,PAJ97,519M,,MITSUBISHI,PAJERO,1997,1999,,,,,,SH519M234
SH,AMORTECEDOR,F,LR,,,PAJ99,520M,,MITSUBISHI,PAJERO,1999,2006,,,,,,SH520M234
SH,AMORTECEDOR,F,LR,,,TRI05,525V,,MITSUBISHI,TRITON,2005,2015,,,,,,SH525V134
SH,AMORTECEDOR,F,LR,,,550L,,,HONDA,ACCORD ,2003,2007,,,,,,SH550L134
SH,AMORTECEDOR,R,LR,,,550L,,,HONDA,ACCORD ,2003,2007,,,,,,SH550L234
SH,AMORTECEDOR,F,L,,,551L,,,HONDA,ACCORD ,2008,2012,,,,,,SH551L13
SH,AMORTECEDOR,F,R,,,551L,,,HONDA,ACCORD ,2008,2012,,,,,,SH551L14
SH,AMORTECEDOR,F,L,,,557L,,,HONDA,CIVIC,2002,2005,,,,,,SH557L13
SH,AMORTECEDOR,F,R,,,557L,,,HONDA,CIVIC,2002,2005,,,,,,SH557L14
SH,AMORTECEDOR,F,L,,,CRV01,566L,,HONDA,CRV,2001,2006,,,,,,SH566L13
SH,AMORTECEDOR,F,R,,,CRV01,566L,,HONDA,CRV,2001,2006,,,,,,SH566L14
SH,AMORTECEDOR,F,L,,,CRV06,567V,,HONDA,CRV,2006,2011,,,,,,SH567V13
SH,AMORTECEDOR,F,R,,,CRV06,567V,,HONDA,CRV,2006,2011,,,,,,SH567V14
SH,AMORTECEDOR,R,LR,,,CRV01,566L,CRV06,HONDA,CRV,2001,2006,,,,,,SH567V234
SH,AMORTECEDOR,R,LR,,,CRV06,567V,,HONDA,CRV,2006,2011,,,,,,SH567V234
SH,AMORTECEDOR,R,L,,,CRV064W,568V,,HONDA,CRV 4WD,2006,2011,,,,,,SH568V23
SH,AMORTECEDOR,F,LR,,,CRV064W,568V,,HONDA,CRV 4WD,2006,2011,,,,,,SH568V234
SH,AMORTECEDOR,R,R,,,CRV064W,568V,,HONDA,CRV 4WD,2006,2011,,,,,,SH568V24
SH,AMORTECEDOR,F,LR,,,574M,,,HONDA,CRV,1995,2001,,,,,,SH574M134
SH,AMORTECEDOR,R,LR,,,574M,,,HONDA,CRV,1995,2001,,,,,,SH574M234
SH,AMORTECEDOR,F,L,,,FIT04,575L,,HONDA,FIT,2004,2008,,,,,,SH575L13
SH,AMORTECEDOR,F,R,,,FIT04,575L,,HONDA,FIT,2004,2008,,,,,,SH575L14
SH,AMORTECEDOR,R,LR,,,FIT04,575L,,HONDA,FIT,2004,2008,,,,,,SH575L234
SH,AMORTECEDOR,R,LR,,,FIT08,576L,FIT04,HONDA,FIT,2008,2014,,,,,,SH575L234
SH,AMORTECEDOR,R,LR,,,FIT11,577K,FIT04,HONDA,FIT,2011,2014,,,,,,SH575L234
SH,AMORTECEDOR,F,L,,,FIT08,576L,,HONDA,FIT,2008,2014,,,,,,SH576L13
SH,AMORTECEDOR,F,L,,,FIT11,577K,,HONDA,FIT,2011,2014,,,,,,SH576L13
SH,AMORTECEDOR,F,R,,,FIT08,576L,,HONDA,FIT,2008,2014,,,,,,SH576L14
SH,AMORTECEDOR,F,R,,,FIT11,577K,,HONDA,FIT,2011,2014,,,,,,SH576L14
SH,AMORTECEDOR,R,LR,,,621L,,,MERCEDES,VANEO,2003,2005,,,,,,SH621L234
SH,AMORTECEDOR,F,L,,,318i199,,,BMW,318i,1999,2006,,,,,,SH633M13
SH,AMORTECEDOR,F,R,,,318i199,,,BMW,318i,1999,2006,,,,,,SH633M14
SH,AMORTECEDOR,F,L,,,320i04,,,BMW,320i,2004,2012,,,,,,SH635V13
SH,AMORTECEDOR,F,R,,,320i04,,,BMW,320i,2004,2012,,,,,,SH635V14
SH,AMORTECEDOR,F,L,,,661M,,,OPEL,ASTRA,1993,1998,,,,,,SH661M13
SH,AMORTECEDOR,R,LR,,,661M,,,OPEL,ASTRA,1993,1998,,,,,,SH661M234
SH,AMORTECEDOR,F,LR,,,664M,,,OPEL,CORSA,1998,2000,,,,,,SH664M134
SH,AMORTECEDOR,F,LR,,,708M,,,AUDI,GOL,1999,2005,,,,,,SH708M134
SH,AMORTECEDOR,F,LR,,,719L,,,VW,TOURAN,2004,2015,,,,,,SH719L134
SH,AMORTECEDOR,F,L,,,761L,,,HYUNDAI,ACCENT ,2005,2010,,,,,,SH761L13
SH,AMORTECEDOR,F,R,,,761L,,,HYUNDAI,ACCENT ,2005,2010,,,,,,SH761L14
SH,AMORTECEDOR,R,LR,,,761L,,,HYUNDAI,ACCENT ,2005,2010,,,,,,SH761L234
SH,AMORTECEDOR,F,L,,,767L,,,KIA,CERATO ,2009,2013,,,,,,SH767L13
SH,AMORTECEDOR,R,L,,,768L,,,HYUNDAI,ELANTRA,2001,2006,,,,,,SH768L23
SH,AMORTECEDOR,R,R,,,768L,,,HYUNDAI,ELANTRA,2001,2006,,,,,,SH768L24
SH,AMORTECEDOR,F,L,,,769L,,,HYUNDAI,ELANTRA,2003,2006,,,,,,SH769L13
SH,AMORTECEDOR,F,R,,,769L,,,HYUNDAI,ELANTRA,2003,2006,,,,,,SH769L14
SH,AMORTECEDOR,F,L,,,770L,,,HYUNDAI,ELANTRA,2006,2010,,,,,,SH770L13
SH,AMORTECEDOR,F,R,,,770L,,,HYUNDAI,ELANTRA,2006,2010,,,,,,SH770L14
SH,AMORTECEDOR,F,L,,,771M,,,HYUNDAI,ELANTRA,1996,2000,,,,,,SH771M13
SH,AMORTECEDOR,F,R,,,771M,,,HYUNDAI,ELANTRA,1996,2000,,,,,,SH771M14
SH,AMORTECEDOR,R,L,,,771M,,,HYUNDAI,ELANTRA,1996,2000,,,,,,SH771M23
SH,AMORTECEDOR,R,R,,,771M,,,HYUNDAI,ELANTRA,1996,2000,,,,,,SH771M24
SH,AMORTECEDOR,R,LR,,,772L,,,HYUNDAI,GETZ,2002,2011,,,,,,SH772L234
SH,AMORTECEDOR,R,LR,,,773L,,,HYUNDAI,H100,2010,2019,,,,,,SH773L234
SH,AMORTECEDOR,R,LR,,,776L,,,HYUNDAI,I10,2008,2013,,,,,,SH776L234
SH,AMORTECEDOR,R,LR,,,KIARIO12,,,KIA,RIO,2012,2017,,,,,,SH776L234
SH,AMORTECEDOR,R,LR,,,KIARIO15,,,KIA,RIO,2015,2017,,,,,,SH776L234
SH,AMORTECEDOR,R,LR,,,783L,,,KIA,RIO,2002,2005,,,,,,SH783L234
SH,AMORTECEDOR,F,L,,,785K,,,KIA,RIO,2011,2017,,,,,,SH785K13
SH,AMORTECEDOR,F,L,,,ACC10,,,HYUNDAI,ACCENT ,2010,2017,,,,,,SH785K13
SH,AMORTECEDOR,F,R,,,785K,,,KIA,RIO,2011,2017,,,,,,SH785K14
SH,AMORTECEDOR,F,R,,,ACC10,,,HYUNDAI,ACCENT ,2010,2017,,,,,,SH785K14
SH,AMORTECEDOR,F,L,,,786L,,,HYUNDAI,SANTA,2001,2006,,,,,,SH786L13
SH,AMORTECEDOR,F,R,,,786L,,,HYUNDAI,SANTA,2001,2006,,,,,,SH786L14
SH,AMORTECEDOR,R,LR,,,795M,,,KIA,SPORTAGE,1993,2004,,,,,,SH795M234
SH,AMORTECEDOR,R,L,,,797L,,,HYUNDAI,TUCSON,2004,2009,,,,,,SH797L23
SH,AMORTECEDOR,R,R,,,797L,,,HYUNDAI,TUCSON,2004,2009,,,,,,SH797L24
SH,AMORTECEDOR,F,L,,,824K,,,CHEVROLET,SPARK ,2013,2015,,,,,,SH824K13
SH,AMORTECEDOR,F,R,,,824K,,,CHEVROLET,SPARK ,2013,2015,,,,,,SH824K14
SHM,APOIO DO AMORTECEDOR,F,,,,HIL05,091V,,TOYOTA,HILUX,2005,2015,,KUN25,,,,SHM091V134
SHM,APOIO DO AMORTECEDOR,F,,,,REV16,177U,,TOYOTA,HILUX ,2016,2024,,GUN125,,,,SHM177U134
SHM,APOIO DO AMORTECEDOR,F,,,,AXI06,029L,RUN02,TOYOTA,AXIO,2006,2011,,NZE141,,,,SHM181L134
SHM,APOIO DO AMORTECEDOR,F,,,,RUN02,181L,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,SHM181L134
SHM,APOIO DO AMORTECEDOR,F,,,,SUR95,209M,,TOYOTA,SURF,1995,2000,,KZN130,,,,SHM209M134
SHM,APOIO DO AMORTECEDOR,F,,,,VIT05,220L,,TOYOTA,VITZ,2005,2010,,KSP90,,,,SHM220L134
SHM,APOIO DO AMORTECEDOR,F,,,,FUN99,077M,,TOYOTA,FUNCARGO,1999,2005,,NCP20,,,,SHM221M134
SHM,APOIO DO AMORTECEDOR,F,,,,IST02,103L,,TOYOTA,IST,2002,2007,,NCP60,,,,SHM221M134
SHM,APOIO DO AMORTECEDOR,F,,,,PORT04,133L,VIT99,TOYOTA,PORTE,2004,2012,,NNP10,,,,SHM221M134
SHM,APOIO DO AMORTECEDOR,F,,,,RAU97,167M,,TOYOTA,RAUM,1997,2003,,EXZ10,,,,SHM221M134
SHM,APOIO DO AMORTECEDOR,F,,,,SIE03,191L,VIT99,TOYOTA,SIENTA,2003,2015,,NCP81G,,,,SHM221M134
SHM,APOIO DO AMORTECEDOR,F,L,,,QAS13,350U,,NISSAN,QASHQAI,2013,2021,,DBA-J11,,,,SHM369U13
SHM,APOIO DO AMORTECEDOR,F,L,,,QAS14,351U,,NISSAN,QASHQAI,2014,2021,,DBA-J11,,,,SHM369U13
SHM,APOIO DO AMORTECEDOR,F,R,,,XTR14,369U,,NISSAN,X-TRAIL,2014,2021,,DBA-T32,,,,SHM369U14
SHM,APOIO DO AMORTECEDOR,F,R,,,QAS13,350U,,NISSAN,QASHQAI,2013,2021,,DBA-J11,,,,SHM369U14
SHM,APOIO DO AMORTECEDOR,F,,,,RAN12,456U,,FORD,RANGER ,2012,2021,,,,,,SHM456U134
SHM,APOIO DO AMORTECEDOR,F,,,,TRI05,525V,,MITSUBISHI,TRITON,2005,2015,,,,,,SHM525V134
SHM,BOMBETA,,,,,221M,,,TOYOTA,VITZ,1999,2005,,SCP10,,,,SHM221M134
SHM,BOMBETA,,LR,,,567V,,,HONDA,CRV,2006,2011,,,,,,SHM567V134
SHM,BOMBETA,,LR,,,CRV01,,,HONDA,CRV,2001,2006,,,,,,SHM567V134
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,060Z,,,TOYOTA,COROLLA,1988,1991,,AE92,,,,SRB060Z10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,COR96,,,TOYOTA,COROLLA,1996,2000,,AE110,,,,SRB061M10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,HIA92,,,TOYOTA,HIACE,1992,2004,,LH107,,,,SRB085M10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,HIL05,,,TOYOTA,HILUX,2005,2015,,KUN25,,,,SRB091V10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RUN02,,,TOYOTA,RUNX,2002,2006,,NZE121-AHPNK,,,,SRB181L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,SUR95,,,TOYOTA,SURF,1995,2000,,KZN130,,,,SRB209M134
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,ALL01,,UNIV,TOYOTA,ALLION,2001,2007,,NZT240,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,ALL07,,UNIV,TOYOTA,ALLION,2007,2021,,ZRT260,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,ALP02,,UNIV,TOYOTA,ALPHARD,2002,2008,,ANH10,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,ALP08,,UNIV,TOYOTA,ALPHARD,2008,2015,,ANH20,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,AUR06,,UNIV,TOYOTA,AURIS,2006,2011,,ZRE152,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,AUR11,,UNIV,TOYOTA,AURIS,2011,2018,,ZRE152,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,AXI12,,UNIV,TOYOTA,AXIO,2012,2018,,NRE160,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,BEL05,,UNIV,TOYOTA,BELTA,2005,2016,,SCP92,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,BLA07,,UNIV,TOYOTA,BELTA,2007,2012,,AZE154,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,CAMI03,,UNIV,TOYOTA,CAMI,2003,2006,,J102E,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,COR08,,UNIV,TOYOTA,COROLLA,2008,2013,,ZRE142,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,DYN85,,UNIV,TOYOTA,DYNA ,1985,1995,,BU60,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,DYN95,,UNIV,TOYOTA,DYNA ,1995,1999,,LY230,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,FIL06,,UNIV,TOYOTA,FILDER,2006,2012,,NZE121,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,FOR05,,UNIV,TOYOTA,FORTUNER,2005,2015,,TGN51,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,FUN99,,UNIV,TOYOTA,FUNCARGO,1999,2005,,NCP20,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,HIA924W,,UNIV,TOYOTA,HIACE ,1992,2004,,LH119V,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,HIL95,,UNIV,TOYOTA,HILUX,1995,1997,,LN106,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,HIL97,,UNIV,TOYOTA,HILUX,1997,2004,,LN106,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,IS250,,UNIV,LEXUS,IS250,2005,2013,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,IST02,,UNIV,TOYOTA,IST,2002,2007,,NCP60,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,IST07,,UNIV,TOYOTA,IST,2007,2016,,ZSP110,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,LAN08,,UNIV,TOYOTA,LAND CRUISER,2008,2021,,URJ200,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,LAN90,,UNIV,TOYOTA,LAND CRUISER,1990,1997,,FJ80,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,LIT96,,UNIV,TOYOTA,LITEACE ,1996,2007,,YR21,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,MAR05,,UNIV,TOYOTA,MARK X,2005,2017,,GSE20-AETLH,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,MAR054W,,UNIV,TOYOTA,MARK X,2005,2009,,GSE25-AETLH,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,NOA04,,UNIV,TOYOTA,NOAH ,2004,2007,,AZR60,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,NOA98,,UNIV,TOYOTA,NOAH ,1998,2001,,SR40,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,NOA984W,,UNIV,TOYOTA,NOAH ,1998,2001,,CR40G,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,PORT04,,UNIV,TOYOTA,PORTE,2004,2012,,NNP10,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,PRA02,,UNIV,TOYOTA,PRADO,2002,2009,,KZJ95,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,PRA12,,UNIV,TOYOTA,PRADO,2012,2024,,GRJ151W-GKAZK,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,QUA04,,UNIV,TOYOTA,QUANTUM,2004,2020,,KDH200,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RAC05,,UNIV,TOYOTA,RACTIS,2005,2010,,NCP100,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RAU97,,UNIV,TOYOTA,RAUM,1997,2003,,EXZ10,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,REV16,,UNIV,TOYOTA,HILUX ,2016,2024,,GUN125,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RUN024W,,UNIV,TOYOTA,RUNX 4WD,2002,2006,,NZE124-AEPEK,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,RUS08,,UNIV,TOYOTA,RUSH,2008,2017,,J200E,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,SIE03,,UNIV,TOYOTA,SIENTA,2003,2015,,NCP81G,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,SPA97,,UNIV,TOYOTA,SPACIO,1997,2001,,AE111N,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,SPR91,,UNIV,TOYOTA,SPRINTER ,1991,2000,,AE91,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,TER06,,UNIV,DAIHATSU,TERIOS,2006,2013,,J200G,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,TOW98,,UNIV,TOYOTA,TOWNACE,1998,2007,,CR42,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,TOY92,,UNIV,TOYOTA,TOYOACE ,1992,2024,,YR21,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,CARV12,,UNIV,NISSAN,NISSAN,2012,2022,,CBF-VR2E26,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,DUA07,,UNIV,NISSAN,DUALS,2007,2013,,DBA-KJ10,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,HAR98,,UNIV,NISSAN,HARDBODY ,1998,2004,,KC-LFD22,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,MAR10,,UNIV,NISSAN,MARCH ,2010,2019,,DBA-K13,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,MUR04,,UNIV,NISSAN,MURANO,2004,2007,,CBA-PZ50,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,MUR08,,UNIV,NISSAN,MURANO,2008,2014,,CBA-TZ51,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,NAV05,,UNIV,NISSAN,NAVARA,2005,2015,,CBA-D40,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,NAV10,,UNIV,NISSAN,NAVARA,2010,2015,,LDF-D40,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,NP300,,UNIV,NISSAN,HARDBODY ,2008,2024,,LDF-D22,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,NV35012,,UNIV,NISSAN,NAVARA,2012,2024,,CBF-VW2E26,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,QAS06,,UNIV,NISSAN,QASHQAI,2006,2013,,DBA-J10,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,QAS13,,UNIV,NISSAN,QASHQAI,2013,2021,,DBA-J11,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,QAS14,,UNIV,NISSAN,QASHQAI,2014,2021,,DBA-J11,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,XTR01,,UNIV,NISSAN,X-TRAIL,2001,2007,,TA-T30,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,AXE03,,UNIV,MAHINDRA,AXELA,2003,2009,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,AXE08,,UNIV,MAHINDRA,AXELA,2008,2013,,,,,,SRB300L10
SRB,FOLE DA CAIXA DE DIRECCAO,,,,,BT5007,,UNIV,MAHINDRA,BT50,2007,2011,,ALUA07,,,,SRB300L10
